primary_accession	OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
M01153_28_000000000-ABJE2_1_1110_9262_20989	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9351_5936	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9363_21679	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9383_4086	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_9387_11629	2	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_9401_5006	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_9440_24608	0	1	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_9453_24136	0	0	0	0	0	0	9
M01153_28_000000000-ABJE2_1_1110_9456_22156	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9466_16126	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_9546_24947	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9575_12604	1	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9578_5313	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_9585_15626	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9594_25645	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9612_25818	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_9619_10890	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_9624_17418	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9629_27495	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9632_13401	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_9686_17612	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9713_6371	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9715_6149	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_9813_24338	19	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9861_20509	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9868_15948	0	0	0	4	0	0	0
M01153_28_000000000-ABJE2_1_1110_9896_6320	0	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1110_9900_19197	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_9903_24672	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_9931_17487	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_9939_9758	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_9961_11120	0	0	3	0	0	0	2
M01153_28_000000000-ABJE2_1_1110_9995_4278	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10007_10608	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10023_4202	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_10044_20258	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10051_7103	0	0	0	4	0	0	0
M01153_28_000000000-ABJE2_1_1111_10062_18394	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10063_18535	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1111_10068_6928	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_10131_17012	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10142_6872	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10154_16642	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_10192_9053	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10229_24673	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_10281_15065	0	23	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10367_13343	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10377_8905	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_10378_5431	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10381_3645	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_10387_3329	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10394_4881	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10396_2640	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_10420_28205	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10471_19542	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10475_14419	0	5	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10554_19600	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10619_19510	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_10621_24928	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_10622_16421	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10678_24728	1	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10681_11071	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10700_12810	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10714_25619	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_10731_11186	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1111_10794_21009	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10820_6782	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10841_5132	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10852_17241	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10869_23547	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_10884_15163	0	6	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10928_26528	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_10957_16755	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_10973_16182	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_10985_9940	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1111_11033_20723	1	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_11067_27739	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_11091_24771	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_11118_9168	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_11138_21030	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_11138_24622	0	1	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_11146_13651	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11218_25300	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_11255_22019	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11260_23568	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_11290_11310	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_11291_19873	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_11309_11901	0	0	8	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11335_6526	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11344_18860	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_11350_10135	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11370_28371	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11389_17196	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_11478_21724	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11488_8651	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_11500_21843	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1111_11516_12978	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1111_11521_17393	0	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11554_6940	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11561_15452	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_11586_4578	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11599_13860	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_11608_6211	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11637_15814	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_11671_9787	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_11677_9867	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_11724_26859	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11796_5367	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11812_4365	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_11869_12521	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_11878_27701	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_11979_11335	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1111_11998_25483	0	4	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12128_14102	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_12129_21543	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_12129_9841	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12168_9554	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12178_24416	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_12202_10729	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12205_16395	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_12240_16259	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12258_6508	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_12268_2414	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12278_27055	0	4	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12302_22403	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1111_12303_19303	8	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12307_25875	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12321_23848	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12323_5127	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_12337_13398	20	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12345_21984	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_12350_11360	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12361_7957	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_12367_5638	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12380_14420	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12395_17177	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12402_17047	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12441_28479	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_12484_6610	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_12519_28772	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12585_14957	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12596_23259	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_12630_26320	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12643_13041	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_12676_25721	0	0	0	0	0	0	18
M01153_28_000000000-ABJE2_1_1111_12703_14321	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_12731_20799	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12731_23847	0	0	0	0	0	44	0
M01153_28_000000000-ABJE2_1_1111_12803_28131	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12857_17254	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_12857_21939	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_12870_28662	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_12943_2456	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_12974_28392	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_12975_15718	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13068_18627	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13130_19826	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13191_11435	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13234_15761	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13281_23424	0	0	0	6	0	0	0
M01153_28_000000000-ABJE2_1_1111_13363_7613	0	0	1	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13394_16733	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13421_12699	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13450_16333	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13457_10978	0	0	0	46	32	0	0
M01153_28_000000000-ABJE2_1_1111_13479_3878	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_13484_16808	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13487_2366	0	7	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13491_11941	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13517_23686	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13549_17780	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_13556_16568	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_13560_7151	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13571_26121	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_13605_28220	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13642_23771	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13652_5115	0	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13659_19768	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1111_13690_24687	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13727_26548	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13800_20987	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13821_6212	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_13827_1987	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_13857_24419	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13862_5886	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13871_7662	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13897_10598	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_13911_12436	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13938_27063	0	0	0	0	0	7	0
M01153_28_000000000-ABJE2_1_1111_13955_2641	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13956_20302	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13958_24898	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13967_4420	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13977_19538	8	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_13998_17400	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14018_3239	0	0	0	0	0	0	3
M01153_28_000000000-ABJE2_1_1111_14066_26751	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1111_14068_21567	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14071_7920	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_14077_22976	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_14107_19099	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_14165_11393	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14171_28451	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14191_18178	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_14193_20389	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_14293_28540	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14313_17149	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14343_13178	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_14448_12743	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14474_28434	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14538_17159	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_14546_12722	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14613_15975	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14618_15261	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14674_27914	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_14717_2223	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14752_12588	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_14802_9759	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_14824_10657	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_14844_21702	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1111_14858_23892	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_14861_10163	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_14949_20352	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15035_24113	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15054_20938	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_15064_22942	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15111_12528	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1111_15164_10051	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_15176_26213	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15181_20021	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15191_14288	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_15284_9553	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_15291_2366	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15374_5684	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15377_21841	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15385_25549	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15426_27984	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1111_15439_3127	0	0	0	0	0	0	83
M01153_28_000000000-ABJE2_1_1111_15458_11539	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_15460_15329	0	5	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_15471_26918	0	0	0	1	1	0	0
M01153_28_000000000-ABJE2_1_1111_15511_26698	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15512_13086	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1111_15512_17700	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15520_11321	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15532_27014	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15540_21222	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_15547_4543	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_15568_26139	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15573_12852	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15588_26543	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15595_18500	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15600_25909	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_15621_19648	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15632_21262	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_15634_26689	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_15662_24460	0	1	1	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15677_21618	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15703_18519	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15706_2729	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15745_10075	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15754_2749	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15781_14636	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15800_14809	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15809_27299	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15895_2268	0	6	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15899_14031	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_15923_6424	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_15954_26076	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15972_17119	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_15977_23226	0	0	7	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16001_2763	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_16009_2321	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16021_28630	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_16026_15011	1	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16045_26094	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_16059_19474	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16080_1770	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16205_9596	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_16206_6915	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_16220_21161	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1111_16250_24730	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16259_7720	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_16323_23408	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_16345_24221	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_16366_24195	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16366_27651	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1111_16381_16241	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16538_24717	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16566_26132	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16590_13449	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16635_16828	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16645_26736	0	0	0	0	3	1	0
M01153_28_000000000-ABJE2_1_1111_16712_1902	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_16719_26703	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16813_3428	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1111_16830_2779	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16857_27101	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16896_16154	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_16930_1974	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16930_22003	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_16961_19269	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1111_17011_23322	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17041_25641	0	0	0	0	5	0	0
M01153_28_000000000-ABJE2_1_1111_17078_26195	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_17100_16859	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_17115_18945	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_17122_7004	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17126_11560	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_17152_17399	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1111_17159_15800	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17193_22342	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_17198_17841	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_17211_28446	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17272_26846	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17293_23822	0	0	0	0	0	0	5
M01153_28_000000000-ABJE2_1_1111_17302_4477	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1111_17311_27502	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17315_6224	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1111_17323_6920	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_17337_13175	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1111_17348_7559	0	0	0	0	0	201	0
M01153_28_000000000-ABJE2_1_1111_17402_28001	0	26	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17434_6501	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17478_28167	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_17617_7021	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1111_17681_26062	0	0	11	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17683_8732	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_17694_9484	0	0	0	0	0	0	5
M01153_28_000000000-ABJE2_1_1111_17702_26880	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1111_17716_28294	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1111_17754_28325	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_17758_24685	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1111_17769_26144	0	9	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17775_20010	0	9	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17776_14703	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1111_17779_18629	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1111_17779_20912	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1111_17782_20179	0	0	1	0	0	0	0
